n_total_guardrail_samples,n_evaluable_guardrail_samples,n_missing_guardrail_samples,samples_with_any_trigger_count,samples_with_any_trigger_rate,single_trigger_samples_count,single_trigger_rate,multi_trigger_samples_count,multi_trigger_rate,max_triggers_on_single_sample
250,250,0,218,0.872,145,0.58,73,0.292,3
