schema_invalid_count,schema_invalid_rate,g5_routed_count,g5_routed_rate,g5_fail_closed_review_count,g5_fail_closed_review_rate,g5_fail_closed_review_share_of_g5
27,0.135,27,0.135,27,0.135,1.0
